Kode Provinsi,Nama Provinsi,Komoditas,Tahun,Bulan,Harga
93, Papua Selatan ,Ikan Tongkol,2025,Maret,-
94, Papua Tengah ,Ikan Tongkol,2025,Maret,"Rp58,130"
95, Papua Pegunungan ,Ikan Tongkol,2025,Maret,"Rp100,000"
96, Papua Barat Daya ,Ikan Tongkol,2025,Maret,"Rp36,046"
11, Aceh ,Ikan Bandeng,2025,Maret,"Rp37,872"
12, Sumatera Utara ,Ikan Bandeng,2025,Maret,"Rp44,315"
13, Sumatera Barat ,Ikan Bandeng,2025,Maret,"Rp48,049"
14, Riau ,Ikan Bandeng,2025,Maret,"Rp33,357"
15, Jambi ,Ikan Bandeng,2025,Maret,"Rp29,224"
16, Sumatera Selatan ,Ikan Bandeng,2025,Maret,"Rp27,816"
17, Bengkulu ,Ikan Bandeng,2025,Maret,-
18, Lampung ,Ikan Bandeng,2025,Maret,"Rp26,313"
19, Kepulauan Bangka Belitung ,Ikan Bandeng,2025,Maret,"Rp25,915"
21, Kepulauan Riau ,Ikan Bandeng,2025,Maret,"Rp39,781"
31, DKI Jakarta ,Ikan Bandeng,2025,Maret,"Rp42,503"
32, Jawa Barat ,Ikan Bandeng,2025,Maret,"Rp37,412"
33, Jawa Tengah ,Ikan Bandeng,2025,Maret,"Rp33,068"
34, D.I Yogyakarta ,Ikan Bandeng,2025,Maret,"Rp38,282"
35, Jawa Timur ,Ikan Bandeng,2025,Maret,"Rp32,734"
36, Banten ,Ikan Bandeng,2025,Maret,"Rp34,552"
51, Bali ,Ikan Bandeng,2025,Maret,"Rp35,949"
52, Nusa Tenggara Barat ,Ikan Bandeng,2025,Maret,"Rp38,797"
53, Nusa Tenggara Timur ,Ikan Bandeng,2025,Maret,"Rp55,410"
61, Kalimantan Barat ,Ikan Bandeng,2025,Maret,"Rp33,357"
62, Kalimantan Tengah ,Ikan Bandeng,2025,Maret,"Rp32,444"
63, Kalimantan Selatan ,Ikan Bandeng,2025,Maret,"Rp27,860"
64, Kalimantan Timur ,Ikan Bandeng,2025,Maret,"Rp32,003"
65, Kalimantan Utara ,Ikan Bandeng,2025,Maret,"Rp25,373"
71, Sulawesi Utara ,Ikan Bandeng,2025,Maret,"Rp36,223"
72, Sulawesi Tengah ,Ikan Bandeng,2025,Maret,"Rp32,421"
73, Sulawesi Selatan ,Ikan Bandeng,2025,Maret,"Rp31,000"
74, Sulawesi Tenggara ,Ikan Bandeng,2025,Maret,"Rp29,914"
75, Gorontalo ,Ikan Bandeng,2025,Maret,"Rp24,257"
76, Sulawesi Barat ,Ikan Bandeng,2025,Maret,"Rp32,418"
81, Maluku ,Ikan Bandeng,2025,Maret,"Rp25,000"
82, Maluku Utara ,Ikan Bandeng,2025,Maret,"Rp43,438"
91, Papua ,Ikan Bandeng,2025,Maret,"Rp53,975"
92, Papua Barat ,Ikan Bandeng,2025,Maret,"Rp72,419"
93, Papua Selatan ,Ikan Bandeng,2025,Maret,-
94, Papua Tengah ,Ikan Bandeng,2025,Maret,"Rp55,405"
95, Papua Pegunungan ,Ikan Bandeng,2025,Maret,"Rp100,000"
96, Papua Barat Daya ,Ikan Bandeng,2025,Maret,"Rp60,439"
11, Aceh ,Garam Konsumsi,2025,Maret,"Rp14,887"
12, Sumatera Utara ,Garam Konsumsi,2025,Maret,"Rp12,684"
13, Sumatera Barat ,Garam Konsumsi,2025,Maret,"Rp15,374"
14, Riau ,Garam Konsumsi,2025,Maret,"Rp11,344"
15, Jambi ,Garam Konsumsi,2025,Maret,"Rp11,622"
16, Sumatera Selatan ,Garam Konsumsi,2025,Maret,"Rp11,383"
17, Bengkulu ,Garam Konsumsi,2025,Maret,"Rp14,098"
18, Lampung ,Garam Konsumsi,2025,Maret,"Rp14,677"
19, Kepulauan Bangka Belitung ,Garam Konsumsi,2025,Maret,"Rp9,593"
21, Kepulauan Riau ,Garam Konsumsi,2025,Maret,"Rp10,867"
31, DKI Jakarta ,Garam Konsumsi,2025,Maret,"Rp11,607"
32, Jawa Barat ,Garam Konsumsi,2025,Maret,"Rp10,414"
33, Jawa Tengah ,Garam Konsumsi,2025,Maret,"Rp10,873"
34, D.I Yogyakarta ,Garam Konsumsi,2025,Maret,"Rp11,564"
35, Jawa Timur ,Garam Konsumsi,2025,Maret,"Rp9,393"
36, Banten ,Garam Konsumsi,2025,Maret,"Rp10,047"
51, Bali ,Garam Konsumsi,2025,Maret,"Rp11,665"
52, Nusa Tenggara Barat ,Garam Konsumsi,2025,Maret,"Rp10,333"
53, Nusa Tenggara Timur ,Garam Konsumsi,2025,Maret,"Rp11,621"
61, Kalimantan Barat ,Garam Konsumsi,2025,Maret,"Rp12,997"
62, Kalimantan Tengah ,Garam Konsumsi,2025,Maret,"Rp10,530"
63, Kalimantan Selatan ,Garam Konsumsi,2025,Maret,"Rp10,017"
64, Kalimantan Timur ,Garam Konsumsi,2025,Maret,"Rp12,978"
65, Kalimantan Utara ,Garam Konsumsi,2025,Maret,"Rp11,542"
71, Sulawesi Utara ,Garam Konsumsi,2025,Maret,"Rp12,149"
72, Sulawesi Tengah ,Garam Konsumsi,2025,Maret,"Rp10,593"
73, Sulawesi Selatan ,Garam Konsumsi,2025,Maret,"Rp9,679"
74, Sulawesi Tenggara ,Garam Konsumsi,2025,Maret,"Rp11,427"
75, Gorontalo ,Garam Konsumsi,2025,Maret,"Rp10,349"
76, Sulawesi Barat ,Garam Konsumsi,2025,Maret,"Rp10,584"
81, Maluku ,Garam Konsumsi,2025,Maret,"Rp15,992"
82, Maluku Utara ,Garam Konsumsi,2025,Maret,"Rp12,782"
91, Papua ,Garam Konsumsi,2025,Maret,"Rp13,983"
92, Papua Barat ,Garam Konsumsi,2025,Maret,"Rp10,081"
93, Papua Selatan ,Garam Konsumsi,2025,Maret,-
94, Papua Tengah ,Garam Konsumsi,2025,Maret,"Rp14,528"
95, Papua Pegunungan ,Garam Konsumsi,2025,Maret,"Rp20,000"
96, Papua Barat Daya ,Garam Konsumsi,2025,Maret,"Rp11,510"
11, Aceh ,Cabai Merah Besar,2025,Maret,"Rp41,933"
12, Sumatera Utara ,Cabai Merah Besar,2025,Maret,"Rp38,436"
13, Sumatera Barat ,Cabai Merah Besar,2025,Maret,"Rp43,088"
14, Riau ,Cabai Merah Besar,2025,Maret,"Rp49,246"
15, Jambi ,Cabai Merah Besar,2025,Maret,"Rp34,900"
16, Sumatera Selatan ,Cabai Merah Besar,2025,Maret,"Rp45,118"
17, Bengkulu ,Cabai Merah Besar,2025,Maret,"Rp39,150"
18, Lampung ,Cabai Merah Besar,2025,Maret,"Rp47,044"
19, Kepulauan Bangka Belitung ,Cabai Merah Besar,2025,Maret,"Rp57,329"
21, Kepulauan Riau ,Cabai Merah Besar,2025,Maret,-
31, DKI Jakarta ,Cabai Merah Besar,2025,Maret,"Rp72,818"
32, Jawa Barat ,Cabai Merah Besar,2025,Maret,"Rp53,302"
33, Jawa Tengah ,Cabai Merah Besar,2025,Maret,"Rp46,972"
34, D.I Yogyakarta ,Cabai Merah Besar,2025,Maret,"Rp53,645"
35, Jawa Timur ,Cabai Merah Besar,2025,Maret,"Rp46,027"
36, Banten ,Cabai Merah Besar,2025,Maret,"Rp56,993"
51, Bali ,Cabai Merah Besar,2025,Maret,"Rp57,168"
52, Nusa Tenggara Barat ,Cabai Merah Besar,2025,Maret,"Rp57,770"
53, Nusa Tenggara Timur ,Cabai Merah Besar,2025,Maret,"Rp57,331"
61, Kalimantan Barat ,Cabai Merah Besar,2025,Maret,"Rp80,663"
62, Kalimantan Tengah ,Cabai Merah Besar,2025,Maret,"Rp85,117"
63, Kalimantan Selatan ,Cabai Merah Besar,2025,Maret,"Rp67,564"
64, Kalimantan Timur ,Cabai Merah Besar,2025,Maret,"Rp64,898"
65, Kalimantan Utara ,Cabai Merah Besar,2025,Maret,"Rp83,740"
71, Sulawesi Utara ,Cabai Merah Besar,2025,Maret,"Rp42,385"
72, Sulawesi Tengah ,Cabai Merah Besar,2025,Maret,"Rp52,040"
73, Sulawesi Selatan ,Cabai Merah Besar,2025,Maret,"Rp37,610"
74, Sulawesi Tenggara ,Cabai Merah Besar,2025,Maret,"Rp59,469"
75, Gorontalo ,Cabai Merah Besar,2025,Maret,-
76, Sulawesi Barat ,Cabai Merah Besar,2025,Maret,"Rp39,836"
81, Maluku ,Cabai Merah Besar,2025,Maret,"Rp64,366"
82, Maluku Utara ,Cabai Merah Besar,2025,Maret,"Rp74,667"
91, Papua ,Cabai Merah Besar,2025,Maret,"Rp64,680"
92, Papua Barat ,Cabai Merah Besar,2025,Maret,"Rp64,660"
93, Papua Selatan ,Cabai Merah Besar,2025,Maret,-
94, Papua Tengah ,Cabai Merah Besar,2025,Maret,"Rp73,053"
95, Papua Pegunungan ,Cabai Merah Besar,2025,Maret,-
96, Papua Barat Daya ,Cabai Merah Besar,2025,Maret,"Rp73,640"
11, Aceh ,Minyak Kita,2025,Maret,"Rp17,669"
12, Sumatera Utara ,Minyak Kita,2025,Maret,"Rp17,268"
13, Sumatera Barat ,Minyak Kita,2025,Maret,"Rp17,673"
14, Riau ,Minyak Kita,2025,Maret,"Rp17,409"
15, Jambi ,Minyak Kita,2025,Maret,"Rp17,253"
16, Sumatera Selatan ,Minyak Kita,2025,Maret,"Rp17,732"
17, Bengkulu ,Minyak Kita,2025,Maret,"Rp17,538"
18, Lampung ,Minyak Kita,2025,Maret,"Rp17,752"
19, Kepulauan Bangka Belitung ,Minyak Kita,2025,Maret,"Rp16,870"
21, Kepulauan Riau ,Minyak Kita,2025,Maret,"Rp16,719"
31, DKI Jakarta ,Minyak Kita,2025,Maret,"Rp17,999"
32, Jawa Barat ,Minyak Kita,2025,Maret,"Rp17,642"
33, Jawa Tengah ,Minyak Kita,2025,Maret,"Rp17,006"
34, D.I Yogyakarta ,Minyak Kita,2025,Maret,"Rp17,006"
35, Jawa Timur ,Minyak Kita,2025,Maret,"Rp17,041"
36, Banten ,Minyak Kita,2025,Maret,"Rp17,796"
51, Bali ,Minyak Kita,2025,Maret,"Rp17,833"
52, Nusa Tenggara Barat ,Minyak Kita,2025,Maret,"Rp18,187"
53, Nusa Tenggara Timur ,Minyak Kita,2025,Maret,"Rp18,844"
61, Kalimantan Barat ,Minyak Kita,2025,Maret,"Rp18,040"
62, Kalimantan Tengah ,Minyak Kita,2025,Maret,"Rp17,219"
63, Kalimantan Selatan ,Minyak Kita,2025,Maret,"Rp17,284"
64, Kalimantan Timur ,Minyak Kita,2025,Maret,"Rp18,633"
65, Kalimantan Utara ,Minyak Kita,2025,Maret,"Rp18,696"
71, Sulawesi Utara ,Minyak Kita,2025,Maret,"Rp18,256"
72, Sulawesi Tengah ,Minyak Kita,2025,Maret,"Rp17,885"
73, Sulawesi Selatan ,Minyak Kita,2025,Maret,"Rp17,199"
74, Sulawesi Tenggara ,Minyak Kita,2025,Maret,"Rp18,057"
75, Gorontalo ,Minyak Kita,2025,Maret,"Rp17,768"
76, Sulawesi Barat ,Minyak Kita,2025,Maret,"Rp17,295"
81, Maluku ,Minyak Kita,2025,Maret,"Rp18,409"
82, Maluku Utara ,Minyak Kita,2025,Maret,"Rp18,705"
91, Papua ,Minyak Kita,2025,Maret,"Rp19,227"
92, Papua Barat ,Minyak Kita,2025,Maret,"Rp18,224"
93, Papua Selatan ,Minyak Kita,2025,Maret,-
94, Papua Tengah ,Minyak Kita,2025,Maret,"Rp19,601"
95, Papua Pegunungan ,Minyak Kita,2025,Maret,-
96, Papua Barat Daya ,Minyak Kita,2025,Maret,"Rp18,878"
11, Aceh ,Daging Kerbau Beku (Impor),2025,Maret,-
12, Sumatera Utara ,Daging Kerbau Beku (Impor),2025,Maret,"Rp137,766"
13, Sumatera Barat ,Daging Kerbau Beku (Impor),2025,Maret,-
14, Riau ,Daging Kerbau Beku (Impor),2025,Maret,-
15, Jambi ,Daging Kerbau Beku (Impor),2025,Maret,"Rp115,438"
16, Sumatera Selatan ,Daging Kerbau Beku (Impor),2025,Maret,-
17, Bengkulu ,Daging Kerbau Beku (Impor),2025,Maret,-
18, Lampung ,Daging Kerbau Beku (Impor),2025,Maret,-
19, Kepulauan Bangka Belitung ,Daging Kerbau Beku (Impor),2025,Maret,-
21, Kepulauan Riau ,Daging Kerbau Beku (Impor),2025,Maret,-
31, DKI Jakarta ,Daging Kerbau Beku (Impor),2025,Maret,-
32, Jawa Barat ,Daging Kerbau Beku (Impor),2025,Maret,"Rp102,708"
33, Jawa Tengah ,Daging Kerbau Beku (Impor),2025,Maret,"Rp110,054"
34, D.I Yogyakarta ,Daging Kerbau Beku (Impor),2025,Maret,-
35, Jawa Timur ,Daging Kerbau Beku (Impor),2025,Maret,-
36, Banten ,Daging Kerbau Beku (Impor),2025,Maret,"Rp107,245"
51, Bali ,Daging Kerbau Beku (Impor),2025,Maret,-
52, Nusa Tenggara Barat ,Daging Kerbau Beku (Impor),2025,Maret,-
53, Nusa Tenggara Timur ,Daging Kerbau Beku (Impor),2025,Maret,-
61, Kalimantan Barat ,Daging Kerbau Beku (Impor),2025,Maret,"Rp108,220"
62, Kalimantan Tengah ,Daging Kerbau Beku (Impor),2025,Maret,"Rp95,714"
63, Kalimantan Selatan ,Daging Kerbau Beku (Impor),2025,Maret,"Rp109,282"
64, Kalimantan Timur ,Daging Kerbau Beku (Impor),2025,Maret,"Rp91,000"
65, Kalimantan Utara ,Daging Kerbau Beku (Impor),2025,Maret,"Rp97,410"
71, Sulawesi Utara ,Daging Kerbau Beku (Impor),2025,Maret,-
72, Sulawesi Tengah ,Daging Kerbau Beku (Impor),2025,Maret,-
73, Sulawesi Selatan ,Daging Kerbau Beku (Impor),2025,Maret,"Rp121,682"
74, Sulawesi Tenggara ,Daging Kerbau Beku (Impor),2025,Maret,-
75, Gorontalo ,Daging Kerbau Beku (Impor),2025,Maret,-
76, Sulawesi Barat ,Daging Kerbau Beku (Impor),2025,Maret,-
81, Maluku ,Daging Kerbau Beku (Impor),2025,Maret,-
82, Maluku Utara ,Daging Kerbau Beku (Impor),2025,Maret,-
91, Papua ,Daging Kerbau Beku (Impor),2025,Maret,-
92, Papua Barat ,Daging Kerbau Beku (Impor),2025,Maret,-
93, Papua Selatan ,Daging Kerbau Beku (Impor),2025,Maret,-
94, Papua Tengah ,Daging Kerbau Beku (Impor),2025,Maret,-
95, Papua Pegunungan ,Daging Kerbau Beku (Impor),2025,Maret,-
96, Papua Barat Daya ,Daging Kerbau Beku (Impor),2025,Maret,-
11, Aceh ,Daging Kerbau Segar (Lokal),2025,Maret,"Rp152,566"
12, Sumatera Utara ,Daging Kerbau Segar (Lokal),2025,Maret,"Rp141,463"
13, Sumatera Barat ,Daging Kerbau Segar (Lokal),2025,Maret,"Rp149,600"
14, Riau ,Daging Kerbau Segar (Lokal),2025,Maret,-
15, Jambi ,Daging Kerbau Segar (Lokal),2025,Maret,"Rp133,697"
16, Sumatera Selatan ,Daging Kerbau Segar (Lokal),2025,Maret,-
17, Bengkulu ,Daging Kerbau Segar (Lokal),2025,Maret,-
18, Lampung ,Daging Kerbau Segar (Lokal),2025,Maret,-
19, Kepulauan Bangka Belitung ,Daging Kerbau Segar (Lokal),2025,Maret,-
21, Kepulauan Riau ,Daging Kerbau Segar (Lokal),2025,Maret,-
31, DKI Jakarta ,Daging Kerbau Segar (Lokal),2025,Maret,-
32, Jawa Barat ,Daging Kerbau Segar (Lokal),2025,Maret,-
33, Jawa Tengah ,Daging Kerbau Segar (Lokal),2025,Maret,"Rp145,440"
34, D.I Yogyakarta ,Daging Kerbau Segar (Lokal),2025,Maret,-
35, Jawa Timur ,Daging Kerbau Segar (Lokal),2025,Maret,-
36, Banten ,Daging Kerbau Segar (Lokal),2025,Maret,"Rp133,866"
51, Bali ,Daging Kerbau Segar (Lokal),2025,Maret,-
52, Nusa Tenggara Barat ,Daging Kerbau Segar (Lokal),2025,Maret,"Rp120,000"
53, Nusa Tenggara Timur ,Daging Kerbau Segar (Lokal),2025,Maret,-
61, Kalimantan Barat ,Daging Kerbau Segar (Lokal),2025,Maret,-
62, Kalimantan Tengah ,Daging Kerbau Segar (Lokal),2025,Maret,-
63, Kalimantan Selatan ,Daging Kerbau Segar (Lokal),2025,Maret,"Rp140,000"
64, Kalimantan Timur ,Daging Kerbau Segar (Lokal),2025,Maret,-
65, Kalimantan Utara ,Daging Kerbau Segar (Lokal),2025,Maret,-
71, Sulawesi Utara ,Daging Kerbau Segar (Lokal),2025,Maret,-
72, Sulawesi Tengah ,Daging Kerbau Segar (Lokal),2025,Maret,-
73, Sulawesi Selatan ,Daging Kerbau Segar (Lokal),2025,Maret,-
74, Sulawesi Tenggara ,Daging Kerbau Segar (Lokal),2025,Maret,-
75, Gorontalo ,Daging Kerbau Segar (Lokal),2025,Maret,-
76, Sulawesi Barat ,Daging Kerbau Segar (Lokal),2025,Maret,-
81, Maluku ,Daging Kerbau Segar (Lokal),2025,Maret,-
82, Maluku Utara ,Daging Kerbau Segar (Lokal),2025,Maret,-
91, Papua ,Daging Kerbau Segar (Lokal),2025,Maret,-
92, Papua Barat ,Daging Kerbau Segar (Lokal),2025,Maret,-
93, Papua Selatan ,Daging Kerbau Segar (Lokal),2025,Maret,-
94, Papua Tengah ,Daging Kerbau Segar (Lokal),2025,Maret,-
95, Papua Pegunungan ,Daging Kerbau Segar (Lokal),2025,Maret,-
96, Papua Barat Daya ,Daging Kerbau Segar (Lokal),2025,Maret,-
11, Aceh ,Beras SPHP,2025,April,"Rp12,802"
12, Sumatera Utara ,Beras SPHP,2025,April,"Rp12,687"
13, Sumatera Barat ,Beras SPHP,2025,April,"Rp12,979"
14, Riau ,Beras SPHP,2025,April,"Rp13,026"
15, Jambi ,Beras SPHP,2025,April,"Rp12,573"
16, Sumatera Selatan ,Beras SPHP,2025,April,"Rp12,417"
17, Bengkulu ,Beras SPHP,2025,April,"Rp12,358"
18, Lampung ,Beras SPHP,2025,April,"Rp12,299"
19, Kepulauan Bangka Belitung ,Beras SPHP,2025,April,"Rp12,601"
21, Kepulauan Riau ,Beras SPHP,2025,April,"Rp12,611"
31, DKI Jakarta ,Beras SPHP,2025,April,"Rp12,000"
32, Jawa Barat ,Beras SPHP,2025,April,"Rp12,472"
33, Jawa Tengah ,Beras SPHP,2025,April,"Rp12,321"
34, D.I Yogyakarta ,Beras SPHP,2025,April,"Rp12,427"
35, Jawa Timur ,Beras SPHP,2025,April,"Rp12,026"
36, Banten ,Beras SPHP,2025,April,"Rp12,343"
51, Bali ,Beras SPHP,2025,April,"Rp11,970"
52, Nusa Tenggara Barat ,Beras SPHP,2025,April,"Rp12,253"
53, Nusa Tenggara Timur ,Beras SPHP,2025,April,"Rp12,968"
61, Kalimantan Barat ,Beras SPHP,2025,April,"Rp13,053"
62, Kalimantan Tengah ,Beras SPHP,2025,April,"Rp12,857"
63, Kalimantan Selatan ,Beras SPHP,2025,April,"Rp12,640"
64, Kalimantan Timur ,Beras SPHP,2025,April,"Rp12,884"
65, Kalimantan Utara ,Beras SPHP,2025,April,"Rp13,060"
71, Sulawesi Utara ,Beras SPHP,2025,April,"Rp12,207"
72, Sulawesi Tengah ,Beras SPHP,2025,April,"Rp12,311"
73, Sulawesi Selatan ,Beras SPHP,2025,April,"Rp12,224"
74, Sulawesi Tenggara ,Beras SPHP,2025,April,"Rp12,290"
75, Gorontalo ,Beras SPHP,2025,April,"Rp12,485"
76, Sulawesi Barat ,Beras SPHP,2025,April,"Rp11,966"
81, Maluku ,Beras SPHP,2025,April,"Rp13,638"
82, Maluku Utara ,Beras SPHP,2025,April,"Rp13,239"
91, Papua ,Beras SPHP,2025,April,"Rp13,372"
92, Papua Barat ,Beras SPHP,2025,April,
93, Papua Selatan ,Beras SPHP,2025,April,"Rp13,500"
94, Papua Tengah ,Beras SPHP,2025,April,"Rp13,000"
95, Papua Pegunungan ,Beras SPHP,2025,April,
96, Papua Barat Daya ,Beras SPHP,2025,April,"Rp13,173"
11, Aceh ,Beras Premium,2025,April,"Rp14,691"
12, Sumatera Utara ,Beras Premium,2025,April,"Rp15,468"
13, Sumatera Barat ,Beras Premium,2025,April,"Rp17,098"
14, Riau ,Beras Premium,2025,April,"Rp16,181"
15, Jambi ,Beras Premium,2025,April,"Rp15,107"
16, Sumatera Selatan ,Beras Premium,2025,April,"Rp14,167"
17, Bengkulu ,Beras Premium,2025,April,"Rp15,368"
18, Lampung ,Beras Premium,2025,April,"Rp14,606"
19, Kepulauan Bangka Belitung ,Beras Premium,2025,April,"Rp15,756"
21, Kepulauan Riau ,Beras Premium,2025,April,"Rp16,272"
31, DKI Jakarta ,Beras Premium,2025,April,"Rp15,377"
32, Jawa Barat ,Beras Premium,2025,April,"Rp14,707"
33, Jawa Tengah ,Beras Premium,2025,April,"Rp14,723"
34, D.I Yogyakarta ,Beras Premium,2025,April,"Rp14,088"
35, Jawa Timur ,Beras Premium,2025,April,"Rp14,664"
36, Banten ,Beras Premium,2025,April,"Rp14,784"
51, Bali ,Beras Premium,2025,April,"Rp15,802"
52, Nusa Tenggara Barat ,Beras Premium,2025,April,"Rp15,243"
53, Nusa Tenggara Timur ,Beras Premium,2025,April,"Rp15,890"
61, Kalimantan Barat ,Beras Premium,2025,April,"Rp17,188"
62, Kalimantan Tengah ,Beras Premium,2025,April,"Rp17,476"
63, Kalimantan Selatan ,Beras Premium,2025,April,"Rp16,199"
64, Kalimantan Timur ,Beras Premium,2025,April,"Rp17,265"
65, Kalimantan Utara ,Beras Premium,2025,April,"Rp17,025"
71, Sulawesi Utara ,Beras Premium,2025,April,"Rp15,101"
72, Sulawesi Tengah ,Beras Premium,2025,April,"Rp15,416"
73, Sulawesi Selatan ,Beras Premium,2025,April,"Rp14,452"
74, Sulawesi Tenggara ,Beras Premium,2025,April,"Rp15,257"
75, Gorontalo ,Beras Premium,2025,April,"Rp15,341"
76, Sulawesi Barat ,Beras Premium,2025,April,"Rp14,824"
81, Maluku ,Beras Premium,2025,April,"Rp17,533"
82, Maluku Utara ,Beras Premium,2025,April,"Rp17,696"
91, Papua ,Beras Premium,2025,April,"Rp17,879"
92, Papua Barat ,Beras Premium,2025,April,"Rp18,462"
93, Papua Selatan ,Beras Premium,2025,April,"Rp16,500"
94, Papua Tengah ,Beras Premium,2025,April,"Rp18,407"
95, Papua Pegunungan ,Beras Premium,2025,April,"Rp26,000"
96, Papua Barat Daya ,Beras Premium,2025,April,"Rp17,295"
11, Aceh ,Beras Medium,2025,April,"Rp13,334"
12, Sumatera Utara ,Beras Medium,2025,April,"Rp13,965"
13, Sumatera Barat ,Beras Medium,2025,April,"Rp15,321"
14, Riau ,Beras Medium,2025,April,"Rp14,274"
15, Jambi ,Beras Medium,2025,April,"Rp13,166"
16, Sumatera Selatan ,Beras Medium,2025,April,"Rp12,233"
17, Bengkulu ,Beras Medium,2025,April,"Rp13,391"
18, Lampung ,Beras Medium,2025,April,"Rp13,140"
19, Kepulauan Bangka Belitung ,Beras Medium,2025,April,"Rp13,644"
21, Kepulauan Riau ,Beras Medium,2025,April,"Rp13,697"
31, DKI Jakarta ,Beras Medium,2025,April,"Rp12,956"
32, Jawa Barat ,Beras Medium,2025,April,"Rp13,066"
33, Jawa Tengah ,Beras Medium,2025,April,"Rp13,115"
34, D.I Yogyakarta ,Beras Medium,2025,April,"Rp13,080"
35, Jawa Timur ,Beras Medium,2025,April,"Rp12,809"
36, Banten ,Beras Medium,2025,April,"Rp12,791"
51, Bali ,Beras Medium,2025,April,"Rp13,992"
52, Nusa Tenggara Barat ,Beras Medium,2025,April,"Rp13,373"
53, Nusa Tenggara Timur ,Beras Medium,2025,April,"Rp13,952"
61, Kalimantan Barat ,Beras Medium,2025,April,"Rp14,544"
62, Kalimantan Tengah ,Beras Medium,2025,April,"Rp14,525"
63, Kalimantan Selatan ,Beras Medium,2025,April,"Rp13,076"
64, Kalimantan Timur ,Beras Medium,2025,April,"Rp15,708"
65, Kalimantan Utara ,Beras Medium,2025,April,"Rp15,165"
71, Sulawesi Utara ,Beras Medium,2025,April,"Rp13,843"
72, Sulawesi Tengah ,Beras Medium,2025,April,"Rp13,741"
73, Sulawesi Selatan ,Beras Medium,2025,April,"Rp12,823"
74, Sulawesi Tenggara ,Beras Medium,2025,April,"Rp14,009"
75, Gorontalo ,Beras Medium,2025,April,"Rp13,278"
76, Sulawesi Barat ,Beras Medium,2025,April,"Rp13,413"
81, Maluku ,Beras Medium,2025,April,"Rp15,204"
82, Maluku Utara ,Beras Medium,2025,April,"Rp15,901"
91, Papua ,Beras Medium,2025,April,"Rp15,886"
92, Papua Barat ,Beras Medium,2025,April,"Rp17,259"
93, Papua Selatan ,Beras Medium,2025,April,"Rp14,600"
94, Papua Tengah ,Beras Medium,2025,April,"Rp15,697"
95, Papua Pegunungan ,Beras Medium,2025,April,"Rp23,200"
96, Papua Barat Daya ,Beras Medium,2025,April,"Rp15,304"
11, Aceh ,Kedelai Biji Kering,2025,April,"Rp10,976"
12, Sumatera Utara ,Kedelai Biji Kering,2025,April,"Rp10,474"
13, Sumatera Barat ,Kedelai Biji Kering,2025,April,"Rp10,716"
14, Riau ,Kedelai Biji Kering,2025,April,"Rp11,461"
15, Jambi ,Kedelai Biji Kering,2025,April,"Rp12,021"
16, Sumatera Selatan ,Kedelai Biji Kering,2025,April,"Rp10,075"
17, Bengkulu ,Kedelai Biji Kering,2025,April,"Rp10,259"
18, Lampung ,Kedelai Biji Kering,2025,April,"Rp10,443"
19, Kepulauan Bangka Belitung ,Kedelai Biji Kering,2025,April,"Rp10,914"
21, Kepulauan Riau ,Kedelai Biji Kering,2025,April,"Rp11,489"
31, DKI Jakarta ,Kedelai Biji Kering,2025,April,"Rp9,600"
32, Jawa Barat ,Kedelai Biji Kering,2025,April,"Rp9,725"
33, Jawa Tengah ,Kedelai Biji Kering,2025,April,"Rp9,758"
34, D.I Yogyakarta ,Kedelai Biji Kering,2025,April,"Rp9,759"
35, Jawa Timur ,Kedelai Biji Kering,2025,April,"Rp9,786"
36, Banten ,Kedelai Biji Kering,2025,April,"Rp11,295"
51, Bali ,Kedelai Biji Kering,2025,April,"Rp10,539"
52, Nusa Tenggara Barat ,Kedelai Biji Kering,2025,April,"Rp10,857"
53, Nusa Tenggara Timur ,Kedelai Biji Kering,2025,April,"Rp11,842"
61, Kalimantan Barat ,Kedelai Biji Kering,2025,April,"Rp10,859"
62, Kalimantan Tengah ,Kedelai Biji Kering,2025,April,"Rp10,131"
63, Kalimantan Selatan ,Kedelai Biji Kering,2025,April,"Rp10,306"
64, Kalimantan Timur ,Kedelai Biji Kering,2025,April,"Rp11,516"
65, Kalimantan Utara ,Kedelai Biji Kering,2025,April,"Rp11,258"
71, Sulawesi Utara ,Kedelai Biji Kering,2025,April,"Rp11,267"
72, Sulawesi Tengah ,Kedelai Biji Kering,2025,April,"Rp11,897"
73, Sulawesi Selatan ,Kedelai Biji Kering,2025,April,"Rp10,341"
74, Sulawesi Tenggara ,Kedelai Biji Kering,2025,April,"Rp11,084"
75, Gorontalo ,Kedelai Biji Kering,2025,April,"Rp10,311"
76, Sulawesi Barat ,Kedelai Biji Kering,2025,April,"Rp11,761"
81, Maluku ,Kedelai Biji Kering,2025,April,"Rp12,130"
82, Maluku Utara ,Kedelai Biji Kering,2025,April,"Rp12,337"
91, Papua ,Kedelai Biji Kering,2025,April,"Rp15,171"
92, Papua Barat ,Kedelai Biji Kering,2025,April,"Rp10,732"
93, Papua Selatan ,Kedelai Biji Kering,2025,April,"Rp8,000"
94, Papua Tengah ,Kedelai Biji Kering,2025,April,"Rp12,000"
95, Papua Pegunungan ,Kedelai Biji Kering,2025,April,
96, Papua Barat Daya ,Kedelai Biji Kering,2025,April,"Rp13,642"
11, Aceh ,Bawang Merah,2025,April,"Rp42,578"
