Kode Provinsi,Nama Provinsi,Komoditas,Tahun,Bulan,Harga
72, Sulawesi Tengah ,Daging Ayam Ras,2025,Maret,"Rp35,242"
73, Sulawesi Selatan ,Daging Ayam Ras,2025,Maret,"Rp28,617"
74, Sulawesi Tenggara ,Daging Ayam Ras,2025,Maret,"Rp33,313"
75, Gorontalo ,Daging Ayam Ras,2025,Maret,"Rp34,337"
76, Sulawesi Barat ,Daging Ayam Ras,2025,Maret,"Rp32,475"
81, Maluku ,Daging Ayam Ras,2025,Maret,"Rp44,426"
82, Maluku Utara ,Daging Ayam Ras,2025,Maret,"Rp47,257"
91, Papua ,Daging Ayam Ras,2025,Maret,"Rp44,431"
92, Papua Barat ,Daging Ayam Ras,2025,Maret,"Rp47,140"
93, Papua Selatan ,Daging Ayam Ras,2025,Maret,-
94, Papua Tengah ,Daging Ayam Ras,2025,Maret,"Rp44,109"
95, Papua Pegunungan ,Daging Ayam Ras,2025,Maret,"Rp50,000"
96, Papua Barat Daya ,Daging Ayam Ras,2025,Maret,"Rp45,379"
11, Aceh ,Telur Ayam Ras,2025,Maret,"Rp25,544"
12, Sumatera Utara ,Telur Ayam Ras,2025,Maret,"Rp27,730"
13, Sumatera Barat ,Telur Ayam Ras,2025,Maret,"Rp29,483"
14, Riau ,Telur Ayam Ras,2025,Maret,"Rp28,283"
15, Jambi ,Telur Ayam Ras,2025,Maret,"Rp27,779"
16, Sumatera Selatan ,Telur Ayam Ras,2025,Maret,"Rp28,011"
17, Bengkulu ,Telur Ayam Ras,2025,Maret,"Rp28,076"
18, Lampung ,Telur Ayam Ras,2025,Maret,"Rp29,178"
19, Kepulauan Bangka Belitung ,Telur Ayam Ras,2025,Maret,"Rp31,545"
21, Kepulauan Riau ,Telur Ayam Ras,2025,Maret,"Rp30,784"
31, DKI Jakarta ,Telur Ayam Ras,2025,Maret,"Rp29,020"
32, Jawa Barat ,Telur Ayam Ras,2025,Maret,"Rp28,979"
33, Jawa Tengah ,Telur Ayam Ras,2025,Maret,"Rp28,035"
34, D.I Yogyakarta ,Telur Ayam Ras,2025,Maret,"Rp27,893"
35, Jawa Timur ,Telur Ayam Ras,2025,Maret,"Rp27,563"
36, Banten ,Telur Ayam Ras,2025,Maret,"Rp28,827"
51, Bali ,Telur Ayam Ras,2025,Maret,"Rp27,730"
52, Nusa Tenggara Barat ,Telur Ayam Ras,2025,Maret,"Rp31,355"
53, Nusa Tenggara Timur ,Telur Ayam Ras,2025,Maret,"Rp32,456"
61, Kalimantan Barat ,Telur Ayam Ras,2025,Maret,"Rp31,814"
62, Kalimantan Tengah ,Telur Ayam Ras,2025,Maret,"Rp32,037"
63, Kalimantan Selatan ,Telur Ayam Ras,2025,Maret,"Rp29,779"
64, Kalimantan Timur ,Telur Ayam Ras,2025,Maret,"Rp33,029"
65, Kalimantan Utara ,Telur Ayam Ras,2025,Maret,"Rp34,921"
71, Sulawesi Utara ,Telur Ayam Ras,2025,Maret,"Rp31,612"
72, Sulawesi Tengah ,Telur Ayam Ras,2025,Maret,"Rp29,599"
73, Sulawesi Selatan ,Telur Ayam Ras,2025,Maret,"Rp27,005"
74, Sulawesi Tenggara ,Telur Ayam Ras,2025,Maret,"Rp29,981"
75, Gorontalo ,Telur Ayam Ras,2025,Maret,"Rp33,658"
76, Sulawesi Barat ,Telur Ayam Ras,2025,Maret,"Rp28,847"
81, Maluku ,Telur Ayam Ras,2025,Maret,"Rp35,521"
82, Maluku Utara ,Telur Ayam Ras,2025,Maret,"Rp36,090"
91, Papua ,Telur Ayam Ras,2025,Maret,"Rp36,916"
92, Papua Barat ,Telur Ayam Ras,2025,Maret,"Rp37,649"
93, Papua Selatan ,Telur Ayam Ras,2025,Maret,-
94, Papua Tengah ,Telur Ayam Ras,2025,Maret,"Rp37,700"
95, Papua Pegunungan ,Telur Ayam Ras,2025,Maret,"Rp47,500"
96, Papua Barat Daya ,Telur Ayam Ras,2025,Maret,"Rp34,507"
11, Aceh ,Gula Pasir Lokal/Curah,2025,Maret,"Rp18,929"
12, Sumatera Utara ,Gula Pasir Lokal/Curah,2025,Maret,"Rp18,733"
13, Sumatera Barat ,Gula Pasir Lokal/Curah,2025,Maret,"Rp18,716"
14, Riau ,Gula Pasir Lokal/Curah,2025,Maret,"Rp18,413"
15, Jambi ,Gula Pasir Lokal/Curah,2025,Maret,"Rp18,010"
16, Sumatera Selatan ,Gula Pasir Lokal/Curah,2025,Maret,"Rp18,071"
17, Bengkulu ,Gula Pasir Lokal/Curah,2025,Maret,"Rp18,415"
18, Lampung ,Gula Pasir Lokal/Curah,2025,Maret,"Rp18,090"
19, Kepulauan Bangka Belitung ,Gula Pasir Lokal/Curah,2025,Maret,"Rp18,178"
21, Kepulauan Riau ,Gula Pasir Lokal/Curah,2025,Maret,"Rp16,925"
31, DKI Jakarta ,Gula Pasir Lokal/Curah,2025,Maret,"Rp18,428"
32, Jawa Barat ,Gula Pasir Lokal/Curah,2025,Maret,"Rp18,249"
33, Jawa Tengah ,Gula Pasir Lokal/Curah,2025,Maret,"Rp17,755"
34, D.I Yogyakarta ,Gula Pasir Lokal/Curah,2025,Maret,"Rp17,865"
35, Jawa Timur ,Gula Pasir Lokal/Curah,2025,Maret,"Rp17,420"
36, Banten ,Gula Pasir Lokal/Curah,2025,Maret,"Rp18,210"
51, Bali ,Gula Pasir Lokal/Curah,2025,Maret,"Rp17,931"
52, Nusa Tenggara Barat ,Gula Pasir Lokal/Curah,2025,Maret,"Rp18,323"
53, Nusa Tenggara Timur ,Gula Pasir Lokal/Curah,2025,Maret,"Rp19,019"
61, Kalimantan Barat ,Gula Pasir Lokal/Curah,2025,Maret,"Rp18,467"
62, Kalimantan Tengah ,Gula Pasir Lokal/Curah,2025,Maret,"Rp18,660"
63, Kalimantan Selatan ,Gula Pasir Lokal/Curah,2025,Maret,"Rp18,123"
64, Kalimantan Timur ,Gula Pasir Lokal/Curah,2025,Maret,"Rp19,472"
65, Kalimantan Utara ,Gula Pasir Lokal/Curah,2025,Maret,"Rp18,759"
71, Sulawesi Utara ,Gula Pasir Lokal/Curah,2025,Maret,"Rp19,157"
72, Sulawesi Tengah ,Gula Pasir Lokal/Curah,2025,Maret,"Rp19,445"
73, Sulawesi Selatan ,Gula Pasir Lokal/Curah,2025,Maret,"Rp18,352"
74, Sulawesi Tenggara ,Gula Pasir Lokal/Curah,2025,Maret,"Rp19,584"
75, Gorontalo ,Gula Pasir Lokal/Curah,2025,Maret,"Rp19,689"
76, Sulawesi Barat ,Gula Pasir Lokal/Curah,2025,Maret,"Rp18,842"
81, Maluku ,Gula Pasir Lokal/Curah,2025,Maret,"Rp19,466"
82, Maluku Utara ,Gula Pasir Lokal/Curah,2025,Maret,"Rp20,411"
91, Papua ,Gula Pasir Lokal/Curah,2025,Maret,"Rp20,115"
92, Papua Barat ,Gula Pasir Lokal/Curah,2025,Maret,"Rp19,982"
93, Papua Selatan ,Gula Pasir Lokal/Curah,2025,Maret,-
94, Papua Tengah ,Gula Pasir Lokal/Curah,2025,Maret,"Rp20,044"
95, Papua Pegunungan ,Gula Pasir Lokal/Curah,2025,Maret,"Rp28,000"
96, Papua Barat Daya ,Gula Pasir Lokal/Curah,2025,Maret,"Rp19,392"
11, Aceh ,Minyak Goreng Kemasan,2025,Maret,"Rp21,671"
12, Sumatera Utara ,Minyak Goreng Kemasan,2025,Maret,"Rp21,091"
13, Sumatera Barat ,Minyak Goreng Kemasan,2025,Maret,"Rp19,801"
14, Riau ,Minyak Goreng Kemasan,2025,Maret,"Rp19,597"
15, Jambi ,Minyak Goreng Kemasan,2025,Maret,"Rp19,057"
16, Sumatera Selatan ,Minyak Goreng Kemasan,2025,Maret,"Rp19,812"
17, Bengkulu ,Minyak Goreng Kemasan,2025,Maret,"Rp20,242"
18, Lampung ,Minyak Goreng Kemasan,2025,Maret,"Rp19,474"
19, Kepulauan Bangka Belitung ,Minyak Goreng Kemasan,2025,Maret,"Rp19,838"
21, Kepulauan Riau ,Minyak Goreng Kemasan,2025,Maret,"Rp19,700"
31, DKI Jakarta ,Minyak Goreng Kemasan,2025,Maret,"Rp20,600"
32, Jawa Barat ,Minyak Goreng Kemasan,2025,Maret,"Rp19,958"
33, Jawa Tengah ,Minyak Goreng Kemasan,2025,Maret,"Rp19,497"
34, D.I Yogyakarta ,Minyak Goreng Kemasan,2025,Maret,"Rp19,950"
35, Jawa Timur ,Minyak Goreng Kemasan,2025,Maret,"Rp19,794"
36, Banten ,Minyak Goreng Kemasan,2025,Maret,"Rp19,643"
51, Bali ,Minyak Goreng Kemasan,2025,Maret,"Rp19,262"
52, Nusa Tenggara Barat ,Minyak Goreng Kemasan,2025,Maret,"Rp21,121"
53, Nusa Tenggara Timur ,Minyak Goreng Kemasan,2025,Maret,"Rp21,687"
61, Kalimantan Barat ,Minyak Goreng Kemasan,2025,Maret,"Rp21,092"
62, Kalimantan Tengah ,Minyak Goreng Kemasan,2025,Maret,"Rp20,466"
63, Kalimantan Selatan ,Minyak Goreng Kemasan,2025,Maret,"Rp19,579"
64, Kalimantan Timur ,Minyak Goreng Kemasan,2025,Maret,"Rp22,043"
65, Kalimantan Utara ,Minyak Goreng Kemasan,2025,Maret,"Rp21,385"
71, Sulawesi Utara ,Minyak Goreng Kemasan,2025,Maret,"Rp21,114"
72, Sulawesi Tengah ,Minyak Goreng Kemasan,2025,Maret,"Rp20,767"
73, Sulawesi Selatan ,Minyak Goreng Kemasan,2025,Maret,"Rp20,579"
74, Sulawesi Tenggara ,Minyak Goreng Kemasan,2025,Maret,"Rp21,652"
75, Gorontalo ,Minyak Goreng Kemasan,2025,Maret,"Rp21,185"
76, Sulawesi Barat ,Minyak Goreng Kemasan,2025,Maret,"Rp21,350"
81, Maluku ,Minyak Goreng Kemasan,2025,Maret,"Rp21,538"
82, Maluku Utara ,Minyak Goreng Kemasan,2025,Maret,"Rp25,504"
91, Papua ,Minyak Goreng Kemasan,2025,Maret,"Rp21,332"
92, Papua Barat ,Minyak Goreng Kemasan,2025,Maret,"Rp27,713"
93, Papua Selatan ,Minyak Goreng Kemasan,2025,Maret,-
94, Papua Tengah ,Minyak Goreng Kemasan,2025,Maret,"Rp24,864"
95, Papua Pegunungan ,Minyak Goreng Kemasan,2025,Maret,"Rp35,000"
96, Papua Barat Daya ,Minyak Goreng Kemasan,2025,Maret,"Rp23,205"
11, Aceh ,Minyak Goreng Curah,2025,Maret,"Rp16,529"
12, Sumatera Utara ,Minyak Goreng Curah,2025,Maret,"Rp19,079"
13, Sumatera Barat ,Minyak Goreng Curah,2025,Maret,"Rp16,339"
14, Riau ,Minyak Goreng Curah,2025,Maret,"Rp19,390"
15, Jambi ,Minyak Goreng Curah,2025,Maret,"Rp18,399"
16, Sumatera Selatan ,Minyak Goreng Curah,2025,Maret,"Rp16,133"
17, Bengkulu ,Minyak Goreng Curah,2025,Maret,"Rp15,216"
18, Lampung ,Minyak Goreng Curah,2025,Maret,"Rp18,360"
19, Kepulauan Bangka Belitung ,Minyak Goreng Curah,2025,Maret,"Rp15,553"
21, Kepulauan Riau ,Minyak Goreng Curah,2025,Maret,"Rp20,000"
31, DKI Jakarta ,Minyak Goreng Curah,2025,Maret,"Rp18,717"
32, Jawa Barat ,Minyak Goreng Curah,2025,Maret,"Rp19,072"
33, Jawa Tengah ,Minyak Goreng Curah,2025,Maret,"Rp17,973"
34, D.I Yogyakarta ,Minyak Goreng Curah,2025,Maret,"Rp17,493"
35, Jawa Timur ,Minyak Goreng Curah,2025,Maret,"Rp18,267"
36, Banten ,Minyak Goreng Curah,2025,Maret,"Rp16,937"
51, Bali ,Minyak Goreng Curah,2025,Maret,"Rp19,732"
52, Nusa Tenggara Barat ,Minyak Goreng Curah,2025,Maret,"Rp18,568"
53, Nusa Tenggara Timur ,Minyak Goreng Curah,2025,Maret,"Rp18,000"
61, Kalimantan Barat ,Minyak Goreng Curah,2025,Maret,"Rp18,235"
62, Kalimantan Tengah ,Minyak Goreng Curah,2025,Maret,"Rp16,355"
63, Kalimantan Selatan ,Minyak Goreng Curah,2025,Maret,"Rp16,761"
64, Kalimantan Timur ,Minyak Goreng Curah,2025,Maret,"Rp17,290"
65, Kalimantan Utara ,Minyak Goreng Curah,2025,Maret,-
71, Sulawesi Utara ,Minyak Goreng Curah,2025,Maret,"Rp18,890"
72, Sulawesi Tengah ,Minyak Goreng Curah,2025,Maret,"Rp17,337"
73, Sulawesi Selatan ,Minyak Goreng Curah,2025,Maret,"Rp17,029"
74, Sulawesi Tenggara ,Minyak Goreng Curah,2025,Maret,"Rp17,520"
75, Gorontalo ,Minyak Goreng Curah,2025,Maret,"Rp19,063"
76, Sulawesi Barat ,Minyak Goreng Curah,2025,Maret,"Rp17,425"
81, Maluku ,Minyak Goreng Curah,2025,Maret,"Rp15,948"
82, Maluku Utara ,Minyak Goreng Curah,2025,Maret,"Rp18,608"
91, Papua ,Minyak Goreng Curah,2025,Maret,"Rp18,108"
92, Papua Barat ,Minyak Goreng Curah,2025,Maret,"Rp18,431"
93, Papua Selatan ,Minyak Goreng Curah,2025,Maret,-
94, Papua Tengah ,Minyak Goreng Curah,2025,Maret,-
95, Papua Pegunungan ,Minyak Goreng Curah,2025,Maret,-
96, Papua Barat Daya ,Minyak Goreng Curah,2025,Maret,"Rp18,408"
11, Aceh ,Tepung Terigu Curah,2025,Maret,"Rp10,460"
12, Sumatera Utara ,Tepung Terigu Curah,2025,Maret,"Rp10,055"
13, Sumatera Barat ,Tepung Terigu Curah,2025,Maret,"Rp9,432"
14, Riau ,Tepung Terigu Curah,2025,Maret,"Rp10,208"
15, Jambi ,Tepung Terigu Curah,2025,Maret,"Rp9,800"
16, Sumatera Selatan ,Tepung Terigu Curah,2025,Maret,"Rp8,667"
17, Bengkulu ,Tepung Terigu Curah,2025,Maret,"Rp10,411"
18, Lampung ,Tepung Terigu Curah,2025,Maret,"Rp9,836"
19, Kepulauan Bangka Belitung ,Tepung Terigu Curah,2025,Maret,"Rp10,247"
21, Kepulauan Riau ,Tepung Terigu Curah,2025,Maret,"Rp9,518"
31, DKI Jakarta ,Tepung Terigu Curah,2025,Maret,"Rp9,733"
32, Jawa Barat ,Tepung Terigu Curah,2025,Maret,"Rp9,720"
33, Jawa Tengah ,Tepung Terigu Curah,2025,Maret,"Rp8,802"
34, D.I Yogyakarta ,Tepung Terigu Curah,2025,Maret,"Rp8,693"
35, Jawa Timur ,Tepung Terigu Curah,2025,Maret,"Rp9,015"
36, Banten ,Tepung Terigu Curah,2025,Maret,"Rp9,728"
51, Bali ,Tepung Terigu Curah,2025,Maret,"Rp10,428"
52, Nusa Tenggara Barat ,Tepung Terigu Curah,2025,Maret,"Rp9,267"
53, Nusa Tenggara Timur ,Tepung Terigu Curah,2025,Maret,"Rp9,899"
61, Kalimantan Barat ,Tepung Terigu Curah,2025,Maret,"Rp10,873"
62, Kalimantan Tengah ,Tepung Terigu Curah,2025,Maret,"Rp9,976"
63, Kalimantan Selatan ,Tepung Terigu Curah,2025,Maret,"Rp9,234"
64, Kalimantan Timur ,Tepung Terigu Curah,2025,Maret,"Rp9,860"
65, Kalimantan Utara ,Tepung Terigu Curah,2025,Maret,"Rp10,118"
71, Sulawesi Utara ,Tepung Terigu Curah,2025,Maret,"Rp10,516"
72, Sulawesi Tengah ,Tepung Terigu Curah,2025,Maret,"Rp10,384"
73, Sulawesi Selatan ,Tepung Terigu Curah,2025,Maret,"Rp9,043"
74, Sulawesi Tenggara ,Tepung Terigu Curah,2025,Maret,"Rp9,600"
75, Gorontalo ,Tepung Terigu Curah,2025,Maret,"Rp10,174"
76, Sulawesi Barat ,Tepung Terigu Curah,2025,Maret,"Rp9,212"
81, Maluku ,Tepung Terigu Curah,2025,Maret,"Rp12,870"
82, Maluku Utara ,Tepung Terigu Curah,2025,Maret,"Rp12,067"
91, Papua ,Tepung Terigu Curah,2025,Maret,"Rp11,913"
92, Papua Barat ,Tepung Terigu Curah,2025,Maret,"Rp13,473"
93, Papua Selatan ,Tepung Terigu Curah,2025,Maret,-
94, Papua Tengah ,Tepung Terigu Curah,2025,Maret,"Rp13,000"
95, Papua Pegunungan ,Tepung Terigu Curah,2025,Maret,-
96, Papua Barat Daya ,Tepung Terigu Curah,2025,Maret,"Rp11,951"
11, Aceh ,Tepung Terigu Kemasan,2025,Maret,"Rp14,891"
12, Sumatera Utara ,Tepung Terigu Kemasan,2025,Maret,"Rp14,056"
13, Sumatera Barat ,Tepung Terigu Kemasan,2025,Maret,"Rp13,353"
14, Riau ,Tepung Terigu Kemasan,2025,Maret,"Rp13,663"
15, Jambi ,Tepung Terigu Kemasan,2025,Maret,"Rp12,996"
16, Sumatera Selatan ,Tepung Terigu Kemasan,2025,Maret,"Rp12,633"
17, Bengkulu ,Tepung Terigu Kemasan,2025,Maret,"Rp13,713"
18, Lampung ,Tepung Terigu Kemasan,2025,Maret,"Rp12,809"
19, Kepulauan Bangka Belitung ,Tepung Terigu Kemasan,2025,Maret,"Rp13,210"
21, Kepulauan Riau ,Tepung Terigu Kemasan,2025,Maret,"Rp12,299"
31, DKI Jakarta ,Tepung Terigu Kemasan,2025,Maret,"Rp12,295"
32, Jawa Barat ,Tepung Terigu Kemasan,2025,Maret,"Rp12,688"
33, Jawa Tengah ,Tepung Terigu Kemasan,2025,Maret,"Rp11,719"
34, D.I Yogyakarta ,Tepung Terigu Kemasan,2025,Maret,"Rp11,307"
35, Jawa Timur ,Tepung Terigu Kemasan,2025,Maret,"Rp11,629"
36, Banten ,Tepung Terigu Kemasan,2025,Maret,"Rp12,030"
51, Bali ,Tepung Terigu Kemasan,2025,Maret,"Rp12,021"
52, Nusa Tenggara Barat ,Tepung Terigu Kemasan,2025,Maret,"Rp12,547"
53, Nusa Tenggara Timur ,Tepung Terigu Kemasan,2025,Maret,"Rp13,538"
61, Kalimantan Barat ,Tepung Terigu Kemasan,2025,Maret,"Rp13,712"
62, Kalimantan Tengah ,Tepung Terigu Kemasan,2025,Maret,"Rp13,350"
63, Kalimantan Selatan ,Tepung Terigu Kemasan,2025,Maret,"Rp13,052"
64, Kalimantan Timur ,Tepung Terigu Kemasan,2025,Maret,"Rp14,226"
65, Kalimantan Utara ,Tepung Terigu Kemasan,2025,Maret,"Rp12,823"
71, Sulawesi Utara ,Tepung Terigu Kemasan,2025,Maret,"Rp12,514"
72, Sulawesi Tengah ,Tepung Terigu Kemasan,2025,Maret,"Rp12,749"
73, Sulawesi Selatan ,Tepung Terigu Kemasan,2025,Maret,"Rp11,115"
74, Sulawesi Tenggara ,Tepung Terigu Kemasan,2025,Maret,"Rp12,864"
75, Gorontalo ,Tepung Terigu Kemasan,2025,Maret,"Rp12,348"
76, Sulawesi Barat ,Tepung Terigu Kemasan,2025,Maret,"Rp11,191"
81, Maluku ,Tepung Terigu Kemasan,2025,Maret,"Rp12,942"
82, Maluku Utara ,Tepung Terigu Kemasan,2025,Maret,"Rp14,544"
91, Papua ,Tepung Terigu Kemasan,2025,Maret,"Rp15,967"
92, Papua Barat ,Tepung Terigu Kemasan,2025,Maret,"Rp17,232"
93, Papua Selatan ,Tepung Terigu Kemasan,2025,Maret,-
94, Papua Tengah ,Tepung Terigu Kemasan,2025,Maret,"Rp17,275"
95, Papua Pegunungan ,Tepung Terigu Kemasan,2025,Maret,-
96, Papua Barat Daya ,Tepung Terigu Kemasan,2025,Maret,"Rp14,655"
11, Aceh ,Jagung Tingkat Peternak,2025,Maret,"Rp7,000"
12, Sumatera Utara ,Jagung Tingkat Peternak,2025,Maret,"Rp6,496"
13, Sumatera Barat ,Jagung Tingkat Peternak,2025,Maret,"Rp6,001"
14, Riau ,Jagung Tingkat Peternak,2025,Maret,"Rp6,741"
15, Jambi ,Jagung Tingkat Peternak,2025,Maret,"Rp6,992"
16, Sumatera Selatan ,Jagung Tingkat Peternak,2025,Maret,"Rp6,100"
17, Bengkulu ,Jagung Tingkat Peternak,2025,Maret,-
18, Lampung ,Jagung Tingkat Peternak,2025,Maret,"Rp6,154"
19, Kepulauan Bangka Belitung ,Jagung Tingkat Peternak,2025,Maret,-
21, Kepulauan Riau ,Jagung Tingkat Peternak,2025,Maret,"Rp7,355"
31, DKI Jakarta ,Jagung Tingkat Peternak,2025,Maret,-
32, Jawa Barat ,Jagung Tingkat Peternak,2025,Maret,"Rp5,324"
33, Jawa Tengah ,Jagung Tingkat Peternak,2025,Maret,"Rp5,412"
34, D.I Yogyakarta ,Jagung Tingkat Peternak,2025,Maret,"Rp5,074"
35, Jawa Timur ,Jagung Tingkat Peternak,2025,Maret,"Rp5,545"
36, Banten ,Jagung Tingkat Peternak,2025,Maret,"Rp7,514"
51, Bali ,Jagung Tingkat Peternak,2025,Maret,"Rp5,829"
52, Nusa Tenggara Barat ,Jagung Tingkat Peternak,2025,Maret,"Rp4,770"
53, Nusa Tenggara Timur ,Jagung Tingkat Peternak,2025,Maret,"Rp7,299"
61, Kalimantan Barat ,Jagung Tingkat Peternak,2025,Maret,"Rp5,727"
62, Kalimantan Tengah ,Jagung Tingkat Peternak,2025,Maret,"Rp8,000"
63, Kalimantan Selatan ,Jagung Tingkat Peternak,2025,Maret,"Rp6,083"
64, Kalimantan Timur ,Jagung Tingkat Peternak,2025,Maret,"Rp7,434"
65, Kalimantan Utara ,Jagung Tingkat Peternak,2025,Maret,-
71, Sulawesi Utara ,Jagung Tingkat Peternak,2025,Maret,"Rp6,460"
72, Sulawesi Tengah ,Jagung Tingkat Peternak,2025,Maret,"Rp5,768"
73, Sulawesi Selatan ,Jagung Tingkat Peternak,2025,Maret,"Rp5,833"
74, Sulawesi Tenggara ,Jagung Tingkat Peternak,2025,Maret,"Rp6,264"
75, Gorontalo ,Jagung Tingkat Peternak,2025,Maret,-
76, Sulawesi Barat ,Jagung Tingkat Peternak,2025,Maret,"Rp6,706"
81, Maluku ,Jagung Tingkat Peternak,2025,Maret,"Rp7,500"
82, Maluku Utara ,Jagung Tingkat Peternak,2025,Maret,"Rp9,821"
91, Papua ,Jagung Tingkat Peternak,2025,Maret,"Rp4,867"
92, Papua Barat ,Jagung Tingkat Peternak,2025,Maret,"Rp8,281"
93, Papua Selatan ,Jagung Tingkat Peternak,2025,Maret,-
94, Papua Tengah ,Jagung Tingkat Peternak,2025,Maret,"Rp8,150"
95, Papua Pegunungan ,Jagung Tingkat Peternak,2025,Maret,-
96, Papua Barat Daya ,Jagung Tingkat Peternak,2025,Maret,"Rp9,148"
11, Aceh ,Ikan Kembung,2025,Maret,"Rp48,377"
12, Sumatera Utara ,Ikan Kembung,2025,Maret,"Rp45,652"
13, Sumatera Barat ,Ikan Kembung,2025,Maret,"Rp52,457"
14, Riau ,Ikan Kembung,2025,Maret,"Rp40,803"
15, Jambi ,Ikan Kembung,2025,Maret,"Rp37,700"
16, Sumatera Selatan ,Ikan Kembung,2025,Maret,"Rp36,788"
17, Bengkulu ,Ikan Kembung,2025,Maret,"Rp55,247"
18, Lampung ,Ikan Kembung,2025,Maret,"Rp32,681"
19, Kepulauan Bangka Belitung ,Ikan Kembung,2025,Maret,"Rp44,358"
21, Kepulauan Riau ,Ikan Kembung,2025,Maret,"Rp37,844"
31, DKI Jakarta ,Ikan Kembung,2025,Maret,"Rp41,106"
32, Jawa Barat ,Ikan Kembung,2025,Maret,"Rp41,521"
33, Jawa Tengah ,Ikan Kembung,2025,Maret,"Rp32,436"
34, D.I Yogyakarta ,Ikan Kembung,2025,Maret,"Rp38,843"
35, Jawa Timur ,Ikan Kembung,2025,Maret,"Rp34,965"
36, Banten ,Ikan Kembung,2025,Maret,"Rp39,672"
51, Bali ,Ikan Kembung,2025,Maret,"Rp38,763"
52, Nusa Tenggara Barat ,Ikan Kembung,2025,Maret,"Rp45,569"
53, Nusa Tenggara Timur ,Ikan Kembung,2025,Maret,"Rp44,329"
61, Kalimantan Barat ,Ikan Kembung,2025,Maret,"Rp43,991"
62, Kalimantan Tengah ,Ikan Kembung,2025,Maret,"Rp44,110"
63, Kalimantan Selatan ,Ikan Kembung,2025,Maret,"Rp37,353"
64, Kalimantan Timur ,Ikan Kembung,2025,Maret,"Rp42,225"
65, Kalimantan Utara ,Ikan Kembung,2025,Maret,"Rp36,904"
71, Sulawesi Utara ,Ikan Kembung,2025,Maret,"Rp30,827"
72, Sulawesi Tengah ,Ikan Kembung,2025,Maret,"Rp40,708"
73, Sulawesi Selatan ,Ikan Kembung,2025,Maret,"Rp44,082"
74, Sulawesi Tenggara ,Ikan Kembung,2025,Maret,"Rp36,014"
75, Gorontalo ,Ikan Kembung,2025,Maret,"Rp33,490"
76, Sulawesi Barat ,Ikan Kembung,2025,Maret,"Rp40,925"
81, Maluku ,Ikan Kembung,2025,Maret,"Rp32,576"
82, Maluku Utara ,Ikan Kembung,2025,Maret,"Rp43,264"
91, Papua ,Ikan Kembung,2025,Maret,"Rp64,812"
92, Papua Barat ,Ikan Kembung,2025,Maret,"Rp52,355"
93, Papua Selatan ,Ikan Kembung,2025,Maret,-
94, Papua Tengah ,Ikan Kembung,2025,Maret,"Rp51,010"
95, Papua Pegunungan ,Ikan Kembung,2025,Maret,"Rp100,000"
96, Papua Barat Daya ,Ikan Kembung,2025,Maret,"Rp36,720"
11, Aceh ,Ikan Tongkol,2025,Maret,"Rp33,181"
12, Sumatera Utara ,Ikan Tongkol,2025,Maret,"Rp35,051"
13, Sumatera Barat ,Ikan Tongkol,2025,Maret,"Rp40,358"
14, Riau ,Ikan Tongkol,2025,Maret,"Rp31,558"
15, Jambi ,Ikan Tongkol,2025,Maret,"Rp30,244"
16, Sumatera Selatan ,Ikan Tongkol,2025,Maret,"Rp27,372"
17, Bengkulu ,Ikan Tongkol,2025,Maret,"Rp28,038"
18, Lampung ,Ikan Tongkol,2025,Maret,"Rp29,372"
19, Kepulauan Bangka Belitung ,Ikan Tongkol,2025,Maret,"Rp29,273"
21, Kepulauan Riau ,Ikan Tongkol,2025,Maret,"Rp29,005"
31, DKI Jakarta ,Ikan Tongkol,2025,Maret,"Rp41,804"
32, Jawa Barat ,Ikan Tongkol,2025,Maret,"Rp36,633"
33, Jawa Tengah ,Ikan Tongkol,2025,Maret,"Rp30,978"
34, D.I Yogyakarta ,Ikan Tongkol,2025,Maret,"Rp33,845"
35, Jawa Timur ,Ikan Tongkol,2025,Maret,"Rp31,367"
36, Banten ,Ikan Tongkol,2025,Maret,"Rp35,035"
51, Bali ,Ikan Tongkol,2025,Maret,"Rp30,217"
52, Nusa Tenggara Barat ,Ikan Tongkol,2025,Maret,"Rp30,355"
53, Nusa Tenggara Timur ,Ikan Tongkol,2025,Maret,"Rp36,662"
61, Kalimantan Barat ,Ikan Tongkol,2025,Maret,"Rp39,326"
62, Kalimantan Tengah ,Ikan Tongkol,2025,Maret,"Rp37,011"
63, Kalimantan Selatan ,Ikan Tongkol,2025,Maret,"Rp33,668"
64, Kalimantan Timur ,Ikan Tongkol,2025,Maret,"Rp36,102"
65, Kalimantan Utara ,Ikan Tongkol,2025,Maret,"Rp32,956"
71, Sulawesi Utara ,Ikan Tongkol,2025,Maret,"Rp30,101"
72, Sulawesi Tengah ,Ikan Tongkol,2025,Maret,"Rp32,586"
73, Sulawesi Selatan ,Ikan Tongkol,2025,Maret,"Rp35,137"
74, Sulawesi Tenggara ,Ikan Tongkol,2025,Maret,"Rp30,602"
75, Gorontalo ,Ikan Tongkol,2025,Maret,"Rp31,253"
76, Sulawesi Barat ,Ikan Tongkol,2025,Maret,"Rp31,473"
81, Maluku ,Ikan Tongkol,2025,Maret,"Rp31,913"
82, Maluku Utara ,Ikan Tongkol,2025,Maret,"Rp34,375"
91, Papua ,Ikan Tongkol,2025,Maret,"Rp47,352"
92, Papua Barat ,Ikan Tongkol,2025,Maret,"Rp59,396"
